input_row_key,veridion_id,company_name,company_legal_names,main_country,main_country_code,main_region,main_city,revenue,employee_count,year_founded,main_sector,sics_codified_industry,website_url
130,b69603af-1aff-11ec-bc98-195cbdc2446a,Deloitte Norge,,Norway,NO,Oslo,Oslo,,,,Finance & Insurance,,http://www.deloitte.no/?opi=79508299&sa=U&ved=0ahUKEwiFwZ3V1quMAxValokEHbfFE-sQ61gIFCgQ&usg=AOvVaw1mrNGUeUDJuiYxHwgqhTP6
131,b69603af-1aff-11ec-bc98-195cbdc2446a,Deloitte Norge,,Norway,NO,Oslo,Oslo,,,,Finance & Insurance,,http://www.deloitte.no/?opi=79508299&sa=U&ved=0ahUKEwiFwZ3V1quMAxValokEHbfFE-sQ61gIFCgQ&usg=AOvVaw1mrNGUeUDJuiYxHwgqhTP6
132,4d8576a2-14c1-11ee-98f2-2b13cee7793d,Deloitte Consulting Malaysia Sdn Bhd.,Deloitte Consulting Malaysia Sdn Bhd.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,,,,Other Professional Services,,
133,b14fddd0-93e4-11eb-b89f-536884b3e7dd,Revisto Statsautoriseret Revisionspartnerselskab,Revisto I/S.,Denmark,DK,Central Denmark Region,Horsens,5493573.0,40.0,,Finance & Insurance,Professional & Commercial Services,https://revisto.dk/
134,0ede7fca-2dc6-11ec-b49b-63e83532064d,Aalborg Engineering A/S.,Aalborg Engineering A/S.,Denmark,DK,North Denmark Region,Aalborg,,,,Architecture & Engineering Services,,
135,169a31db-93e5-11eb-919a-b3f9a5ad205c,Eltek,Delta Electronics usa Inc,Norway,NO,Viken,Drammen,389697728.0,2378.0,1971.0,Electronics & Appliances,Software & IT Services,https://www.eltek.com/
136,70923a3d-93e4-11eb-a33a-a3dfba582839,Delta Electronics,Delta Electronics Inc. | Delta Electronics Int'l Singapore Pte. Ltd.,Singapore,SG,Central,Singapore,23570136.0,59.0,2010.0,Electronics & Appliances,Electric Utilities & Power Generators,https://www.delta-singapore.com/en-SG/index
137,2d504056-93e5-11eb-9937-4fab995bf8ff,ThaiExpress,,Singapore,SG,Central,Singapore,7000000.0,54.0,2002.0,Accommodation & Food Services,Restaurants,https://www.thaiexpress.com.sg/
138,9d28dea3-93e4-11eb-86dd-ffbd1b53140e,DIAL ZERO,,Pakistan,PK,Sindh,Karachi Division,91829.0,19.0,2020.0,Advertising & Marketing,Software & IT Services,https://dialzero.pk/
139,748dd1da-93e4-11eb-8e19-198fb02d6f96,NemID,Nets DanID A/S.,Denmark,DK,,,,,,IT&C Services,Software & IT Services,https://www.mitid.dk/
140,c2b35013-93e4-11eb-b997-8dd98d09cf25,DiGi Telecommunications,Digi Telecommunications Sdn. Bhd.,Malaysia,MY,Selangor,Petaling Jaya,1396809088.0,1473.0,1990.0,IT&C Services,,https://www.celcomdigi.com/
141,c2b35013-93e4-11eb-b997-8dd98d09cf25,DiGi Telecommunications,Digi Telecommunications Sdn. Bhd.,Malaysia,MY,Selangor,Petaling Jaya,1396809088.0,1473.0,1990.0,IT&C Services,,https://www.celcomdigi.com/
142,2015b020-725d-11ec-8323-2bafca655da8,ANDERS LASSEN FONDEN,,Denmark,DK,North Denmark Region,Aalborg Municipality,,,,Non Profit,Leisure Facilities,https://www.anderslassenfonden.dk/
143,08e683e0-1827-11ee-b0e3-d3f35f2a4259,DNA Oy.,DNA Oy.,Finland,FI,Southwest Finland,Turku,,,,IT&C Services,,
144,713a067e-a5ad-11ef-99b4-e30dab6798c3,DNB BANK,,Norway,NO,Oslo,Oslo,,,,Finance & Insurance,Commercial Banks,https://dnbconnect.org/
145,eaf12dc2-0cae-11ec-b624-5bdca4509f94,Assurance Partner,Assurance Partner A/S.,Denmark,DK,Capital Region Of Denmark,Kongens Lyngby,4195557.0,20.0,,Finance & Insurance,Insurance,https://www.northrisk.dk/
146,5ed6dfd6-205c-11ee-8d01-ef4abbbd90e4,Dtac-trinet,,Thailand,TH,Chiang Mai Province,Saraphi District,,,,,,
147,18777d50-93e5-11eb-be3a-7f925cb94351,Dubex,Dubex A/S.,Denmark,DK,Capital Region Of Denmark,Gladsaxe Municipality,12000000.0,70.0,1997.0,IT&C Services,Software & IT Services,http://www.dubex.dk/
148,267c3447-93e5-11eb-86dd-ffbd1b53140e,Fjordkraft,Fjordkraft Holding ASA.,Norway,NO,Vestland,Bergen,459184288.0,195.0,1996.0,Resources & Energy,Electric Utilities & Power Generators,http://fjordkraft.no/
149,f19d20b5-250a-11ec-b70f-ed0ff919fa1a,DXC Technology Sverige AB.,DXC Technology Sverige AB.,Sweden,SE,Västra Götaland County,Gothenburg,,,,,,
150,073b0382-15c6-11ee-96e4-cb8237f15b21,Munchworld Marketing Sdn. Bhd. Johor,,Malaysia,MY,Johor,Ulu Tiram,,,,,,
151,6cc2cc31-a630-11ed-9a26-bbb8582c677b,Eastcompeace Singapore Pte Ltd.,Eastcompeace Singapore Pte Ltd.,Singapore,SG,Central,Singapore,,,,IT&C Services,,
152,203f5ad6-b918-11ed-bc6c-cde58c4dffa0,Eastcompeace Smart Card Bangladesh Limited.,Eastcompeace Smart Card Bangladesh Limited.,Bangladesh,BD,Dhaka Division,Dhaka,,,,IT&C Services,,
153,d3e5dfe4-123f-11ec-b7b8-257f68cd18d4,Eastcompeace,Eastcompeace Technology Co. Ltd.,China,CN,Guangdong Province,Zhuhai,218800000.0,200.0,1998.0,Finance & Insurance,Software & IT Services,https://www.eastcompeace.com/
154,2a2e9a98-1200-11ec-b96f-e38fcfed8310,eCapacity,eCapacity A/S.,Denmark,DK,Capital Region Of Denmark,Copenhagen,5100000.0,3.0,2007.0,Advertising & Marketing,Software & IT Services,https://ecapacity.com/
155,2b50edd1-93e5-11eb-a746-fdabd18be9c6,ECI Media Management,ECI Media Management AB.,Sweden,SE,Stockholm County,Stockholm,4900000.0,82.0,2001.0,Advertising & Marketing,Advertising & Marketing,https://ecimediamanagement.com/
156,2b50edd1-93e5-11eb-a746-fdabd18be9c6,ECI Media Management,ECI Media Management AB.,Sweden,SE,Stockholm County,Stockholm,4900000.0,82.0,2001.0,Advertising & Marketing,Advertising & Marketing,https://ecimediamanagement.com/
157,2ec1c3c4-bc87-11ec-a11f-5bb3d2519761,edotco Bangladesh Co. Ltd.,edotco Bangladesh Co. Ltd.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,30179042.0,270.0,2012.0,IT&C Services,,
158,00585f10-03dd-11ec-88c1-8d1ee037d45b,Aquamatch,Aquamatch Pakistan Private Limited,Pakistan,PK,Punjab,Lahore,446596.0,75.0,2015.0,Resources & Energy,Water Utilities & Services,https://aquamatch.pk/
159,386ddce7-93e5-11eb-b4a6-27899be4e45d,Egencia,Egencia Denmark A/S.,Denmark,DK,Region Of Southern Denmark,Odense,,,,Other Consumer Services,Software & IT Services,https://www.egencia.dk/
160,61aa4157-4588-11ed-9ac3-0bfc898c3189,Egencia,Egencia LLC.,,,,,,,,Other Consumer Services,Professional & Commercial Services,https://boksi3.site/
161,06e4ced6-ff7f-11eb-84ab-359586b9329a,Egencia,,Norway,NO,Innlandet,Gjøvik,46104336.0,150.0,,Other Consumer Services,Software & IT Services,http://egencia.no/
162,c48af6f3-953c-11eb-b95d-09752ee000df,Egencia Canada,Egencia Canada Corp.,New Zealand,NZ,Wellington,Wellington,,,,Other Consumer Services,Professional & Commercial Services,https://www.egencia.ca/en/
163,c3be3d54-b6b6-11ef-b840-cd317407a6a9,eGeneration Limited,eGeneration Limited,,,,,,,,Other Professional Services,Health Care Delivery,https://coronavirus.pages.dev/
164,a2262c10-f5c0-11ed-bf28-41d352466f20,Freetrailer trailerudlejning Elgiganten Glostrup,,Denmark,DK,Capital Region Of Denmark,Glostrup,,,,Automotive,,
165,f2d78814-93e4-11eb-8859-29e7c34dee35,Eltel Networks,Eltel Networks Corporation | Eltel AB.,Denmark,DK,Capital Region Of Denmark,Herlev,2200000.0,5000.0,2001.0,IT&C Services,Electric Utilities & Power Generators,https://www.eltelgroup.com/
166,ab422f07-93e4-11eb-86dd-ffbd1b53140e,Energy Cool,,Denmark,DK,Region Of Southern Denmark,Fredericia Municipality,17263164.0,75.0,2009.0,Resources & Energy,Electrical & Electronic Equipment,https://energy-cool.com/
167,0a8c7fb4-1403-11ec-9819-3df44af6372a,Spółka OLOGROUP Spółka z ograniczoną odpowiedzialnością,,Poland,PL,Holy Cross Voivodeship,Kielce,4078577.0,75.0,,Construction,Engineering & Construction Services,https://ologroup.pl/
168,b6dc75a2-93e4-11eb-aa66-9b8d95e2171b,Norlys,Norlys Energi A/S,Denmark,DK,Central Denmark Region,Silkeborg,4000000.0,2500.0,2019.0,IT&C Services,Telecommunication Services,https://norlys.dk/
169,dd63e4c0-93e4-11eb-8ad6-7326edce8d21,Campaigns,,Denmark,DK,Capital Region Of Denmark,Copenhagen,211727.0,1.0,2010.0,Advertising & Marketing,Software & IT Services,http://www.campaigns.dk/
170,03f8d710-588f-11ec-a973-1debdfc94bd7,Ericsson Telecommunications Sdn. Bhd.,Ericsson Telecommunications Sdn. Bhd.,Malaysia,MY,Selangor,Shah Alam,,,,IT&C Services,,
171,d2916f52-250a-11ec-8093-db09f614eb78,Ericsson Thailand Ltd.,Ericsson Thailand Ltd.,Thailand,TH,Bangkok,Chatuchak,,,,IT&C Services,,
172,334cae31-0bcc-11ec-a040-cbff7458f722,Ericsson Väst Seniorförening,Ericsson AB.,Sweden,SE,,,981794.0,6.0,1999.0,Non Profit,Electric Utilities & Power Generators,https://ericssonvastsen.se/
173,ff083300-a7b5-11ed-bec3-afeedabcf530,Ericsson AS,,Norway,NO,,Oslo,,,,Architecture & Engineering Services,Engineering & Construction Services,https://epignosis.no/
174,fc16bb84-726e-11ec-b6f0-47a47d649a3b,Sony Ericsson,,Denmark,DK,,,57397932.0,150.0,,IT&C Services,Chemicals,https://sonyericsson.dk/
175,daa8f764-0040-11ef-9687-91451869a05d,Ernst Engineering Pte. Ltd.,Ernst Engineering Pte. Ltd.,Singapore,SG,Southwest,,,,,Construction,,
176,f977dde5-f3a1-11ed-b737-7b786e8fdbf4,Ey Grønland Godkendt Revisionsanpartsselskab,,Denmark,DK,Capital Region Of Denmark,Frederiksberg,,,,Finance & Insurance,,
177,33a00afc-f81d-11ed-8ed0-97e170af3960,Batteriindsamling ERP Denmark ApS.,Batteriindsamling ERP Denmark ApS.,Denmark,DK,Region Of Southern Denmark,Nyborg,,,,Architecture & Engineering Services,,http://erp-recycling.dk/?opi=79508299&sa=U&ved=0ahUKEwjzgJOUh7GMAxWCKlkFHZLZL3QQ61gIEigP&usg=AOvVaw0PPZ0r6uBXnllr0sJE3Krs
178,e87217f9-93e4-11eb-8ad6-7326edce8d21,Estel Technologies,Estel Technologies Pvt. Ltd.,India,IN,Haryana,Gurugram,4300000.0,180.0,1997.0,Finance & Insurance,Software & IT Services,https://esteltelecom.com/
179,328c2081-25e7-11ec-a051-939956ac8241,Eutelsat Asia,Eutelsat Sa.,France,FR,Ile-de-France,Paris,2200000.0,36.0,1977.0,IT&C Services,,
180,8674cc02-93e4-11eb-be5a-4f810ab55f2e,Ework Group,Ework Group AB.,Sweden,SE,Stockholm County,Stockholm,1700000000.0,570.0,2000.0,Other Professional Services,Professional & Commercial Services,https://www.eworkgroup.com/
181,c2b5c128-93e4-11eb-8ad6-7326edce8d21,NORDIC MEDICAL SOLUTIONS,Nordic Medical Solutions ApS.,Denmark,DK,Capital Region Of Denmark,Copenhagen,15595274.0,20.0,2012.0,Other Capital Goods,Medical Equipment & Supplies,https://www.nordicms.com/
182,ef614d16-93e4-11eb-aa66-9b8d95e2171b,Universal Music,Universal Music Group N.V.,Norway,NO,Oslo,Oslo,1330505.0,1.0,,Publishers & Media Companies,Media & Entertainment,https://universalmusic.no/
183,3034bc10-74ad-11ed-9364-a958028bfff1,EXFO Finland Oy.,EXFO Finland Oy.,Finland,FI,North Ostrobothnia,Oulu,,,,IT&C Services,,
184,240ec88e-0d0c-11ec-ba39-9dfb291dc0cf,Air Cargo Logistics,,Norway,NO,Viken,Ullensaker,19000000.0,75.0,2007.0,Transport & Warehousing,Rail Transportation,http://aclogistics.no/
185,14903104-93e5-11eb-90d2-e3355a7e800b,Al Huda Publications,Al Huda Publications pvt. Ltd. | Al-Huda Publications Pvt. Limited,Pakistan,PK,Islamabad Capital Territory,Islamabad,585000.0,11.0,2015.0,Publishers & Media Companies,,http://alhudapublications.org/
186,5890bff3-112b-11ec-b06c-d1fadf322ad0,EXTENDA RETAIL,Re-Vision BV.,Norway,NO,Vestfold Og Telemark,Tønsberg,,1.0,1982.0,,,https://44749.org/
187,631c5ae7-e7f1-11ec-ad32-8d2a499c20f7,F5 Networks Inc.,F5 Networks Inc.,United Kingdom,GB,,,,1.0,,,,http://couponannie.co.uk/
188,6de3c7f3-0472-11ec-8154-fd26fdffca6b,Facebook Training Ireland,,Ireland,IE,,,352531.0,1.0,,Advertising & Marketing,,https://facebooktraining.ie/
189,e9312230-93e4-11eb-86dd-ffbd1b53140e,Falck,Falck A/S. | Falck Rettungsdienst Nord GmbH | Falck Fire Services DE GmbH | Falck emergency services company,Denmark,DK,Capital Region Of Denmark,Copenhagen,9400000.0,26250.0,1906.0,Health Care & Social Assistance,Health Care Delivery,https://www.falck.com/
190,4bd4a421-725b-11ec-a37c-11c248193b5d,Mall of Malaysia,Mall of Malaysia Sdn. Bhd.,Malaysia,MY,Selangor,Petaling Jaya,3848596.0,150.0,,Other Durable Products,Multiline and Specialty Retailers & Distributors,https://mallofmalaysia.com.my/
191,ff5c55c1-93e4-11eb-aa66-9b8d95e2171b,Favro,FAVRO AB.,Sweden,SE,Uppsala County,Uppsala,1900000.0,37.0,2016.0,IT&C Services,Software & IT Services,https://www.favro.com/
192,0ebd415c-93e5-11eb-919a-b3f9a5ad205c,Next New Wave,nnw films sdn bhd.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,,,2015.0,Publishers & Media Companies,Media & Entertainment,https://www.nextnewwave.com.my/
193,aade3d11-93e4-11eb-919a-b3f9a5ad205c,FIBRECOMM,Fibrecomm Network M Sdn. Bhd. | Fibre Communication Network M Sdn Bhd.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,9300650.0,110.0,1992.0,IT&C Services,Telecommunication Services,https://fibrecomm.net.my/
194,149e2513-aac5-11ef-8555-0dd834e09bbc,Dansk Iso Teknik,Dansk Iso Teknik ApS.,Denmark,DK,Capital Region Of Denmark,Ballerup,2426824.0,14.0,,Construction,Engineering & Construction Services,https://isoteknik.dk/
195,44240fe3-93e5-11eb-919a-b3f9a5ad205c,Form Danmark,Form Danmark ApS.,Denmark,DK,Central Denmark Region,Odder,15145737.0,75.0,,Architecture & Engineering Services,,http://www.formdanmark.dk/
196,33003ea0-93e5-11eb-b5f6-816dd10ac7b0,Dalen legesenter,,Norway,NO,Vestland,Bergen,,,,Health Care & Social Assistance,Health Care Delivery,https://dalenlegesenter.no/
197,5b67817a-1b01-11ec-adc9-5d86e79c45f3,Gartner Advisory S Pte Ltd.,Gartner Advisory S Pte Ltd.,Singapore,SG,Central,Singapore,,,,,,
198,21d91ebf-1b00-11ec-a8e8-f10d0988514b,Gartner Norge,,Norway,NO,Oslo,Oslo,,,,Health Care & Social Assistance,,
199,0165a523-f0b3-11ee-849e-f5d408dc71cd,PAF SECURITISATION NO.,PAF Securitisation No. 1 Plc.,United Kingdom,GB,England,London,49349144.0,75.0,,Finance & Insurance,Insurance,https://pafsecuritisationno1plc.com/
200,ce7a4c04-93e4-11eb-90d2-e3355a7e800b,Genex Infosys,Genex Infosys PLC.,Bangladesh,BD,Dhaka Division,Dhaka,5911386.0,2400.0,2012.0,Advertising & Marketing,Professional & Commercial Services,https://genexinfosys.com/
201,fce143ad-93e4-11eb-86dd-ffbd1b53140e,HarPal Geo,,Pakistan,PK,Sindh,Karachi,377974.0,75.0,2002.0,Publishers & Media Companies,Media & Entertainment,https://harpalgeo.tv/
202,404994d0-93e5-11eb-8474-3bbe2d07207d,Gintel Norway,,Norway,NO,Trøndelag,Trondheim,23300000.0,52.0,2001.0,IT&C Services,Telecommunication Services,https://www.gintel.com/
203,2850cd3a-93e5-11eb-8859-29e7c34dee35,GlobalConnect,,,,,,,,,IT&C Services,Telecommunication Services,https://globalconnect.support/
204,fe92eb43-93e4-11eb-9937-4fab995bf8ff,Glory Fashions,Glory Fashion Ltd.,Bangladesh,BD,Dhaka Division,Dhaka,496709.0,75.0,,"Apparel, Accessories & Footwear","Apparel, Accessories & Footwear",https://gloryfashions.com/
205,eb6bf704-93e4-11eb-97db-273ba5953680,Goecker since 1862,Goecker A/S.,Denmark,DK,Capital Region Of Denmark,Copenhagen,225000.0,24.0,1862.0,Electronics & Appliances,Multiline and Specialty Retailers & Distributors,https://goecker.dk/
206,b8ca3bec-93e4-11eb-9937-4fab995bf8ff,GoGift,GoGift A/S.,Denmark,DK,Capital Region Of Denmark,Copenhagen,7000000.0,120.0,2003.0,Other Durable Products,Alcoholic Beverages,https://www.global.gogift.com/
207,169c7bc4-93e5-11eb-919a-b3f9a5ad205c,eLoan Canada,Google Asia Pacific Pte. Ltd.,,,,,,3.0,,Finance & Insurance,Consumer Finance,https://eloancanada.com/
208,9b99eb38-8535-11ed-b736-cdd032151ab1,Bon Plan Sur Mesure,Google Cloud EMEA Limited,France,FR,Ile-de-France,Saint-Brice-sous-Forêt,,,,IT&C Services,Telecommunication Services,https://www.bonplansurmesure.com/
209,be55a775-c4b2-11ec-af9f-718ab7b26330,Google Commerce Limited,Google Commerce Limited,Ireland,IE,Leinster,Dublin 4,,,,IT&C Services,Software & IT Services,https://lespotnoir.com/
210,be55a775-c4b2-11ec-af9f-718ab7b26330,Google Commerce Limited,Google Commerce Limited,Ireland,IE,Leinster,Dublin 4,,,,IT&C Services,Software & IT Services,https://lespotnoir.com/
211,0e257043-dc98-11ef-b8b0-a1dc081da81f,Grameenphone Centre,,Bangladesh,BD,Dhaka Division,Dhaka,,,,Other Professional Services,,
212,09dabf8f-02f4-11ed-97ce-2bd0fada5731,Jysk Auto ApS.,Jysk Auto ApS.,Denmark,DK,Central Denmark Region,Aarhus Municipality,18099732.0,30.0,,Automotive,,https://jyskauto.dk/
213,ba0505da-93e4-11eb-97db-273ba5953680,GREEN PACKET,,Malaysia,MY,Selangor,Petaling Jaya,135500000.0,800.0,2000.0,IT&C Services,Electric Utilities & Power Generators,https://www.greenpacket.com/
214,205a2882-092a-11ee-b84c-9b2922821bc8,GreenMind,,Denmark,DK,Capital Region Of Denmark,Rødovre Municipality,,,,Other Professional Services,,
215,fd557720-5982-11ec-a195-fb7c9849e658,Backpage PR,GREY Advertising Bangladesh Ltd.,Bangladesh,BD,Dhaka Division,Dhaka,48755.0,6.0,2005.0,Advertising & Marketing,Professional & Commercial Services,https://backpagepr.com/
216,b1eae542-93e4-11eb-aa66-9b8d95e2171b,GSMA Training,GSM Association,United Kingdom,GB,England,London,10606294.0,75.0,,Education,Professional & Commercial Services,https://www.gsmatraining.com/
217,4214b8bf-1d88-11ef-a07a-c90c75a354c8,Harbin Xinju New Energy Co. Ltd.,Harbin Xinju New Energy Co. Ltd.,China,CN,Heilongjiang,Harbin,,,,,,
218,a40484c0-0ae9-11ec-8b96-2f712d78ea00,Sikring Vest A/S.,Sikring Vest A/S.,Denmark,DK,,,1038391.0,3.0,,Transport & Warehousing,,http://sikringvest-as.dk/Sikring_Vest_A_S/Sikring_Vest_A_S.html
219,8dbea451-93e4-11eb-a33a-a3dfba582839,HELP Försäkring,,Sweden,SE,Stockholm County,Stockholm,4992472.0,40.0,2012.0,Finance & Insurance,Professional & Commercial Services,https://helpforsakring.se/
220,a90e10f4-93e4-11eb-be5a-4f810ab55f2e,HELP Forsikring,,Norway,NO,Oslo,Oslo,24600000.0,250.0,2005.0,Finance & Insurance,Professional & Commercial Services,https://help.no/
221,bb79f296-93e4-11eb-86dd-ffbd1b53140e,HELP Forsikring,,Denmark,DK,Capital Region Of Denmark,Copenhagen,895237.0,6.0,2015.0,Finance & Insurance,Professional & Commercial Services,https://helpforsikring.dk/
222,8de2ce1b-93e4-11eb-a33a-a3dfba582839,Herm,Herm. Rasmussen A/S.,Denmark,DK,Central Denmark Region,Silkeborg,6757578.0,50.0,,Construction,Real Estate Services,http://www.herm.dk/
223,19b24740-93e5-11eb-aa66-9b8d95e2171b,HEST Agentur,,Norway,NO,Oslo,Oslo,810583.0,3.0,2018.0,Other Consumer Services,Multiline and Specialty Retailers & Distributors,https://hestagentur.no/
224,6cf9d142-93e4-11eb-8859-29e7c34dee35,HETEK,HETEK A/S.,Denmark,DK,Region Of Southern Denmark,Vejle,10603541.0,50.0,,Construction,,https://hetek.dk/
225,1581c8a4-b0e0-11ef-9ae6-f3a9013945ac,Hewlett-Packard Multimedia Sdn Bhd.,Hewlett-Packard Multimedia Sdn Bhd.,Malaysia,MY,Selangor,Petaling Jaya,,,2016.0,Other Nondurable Products,,
226,6ebe32b3-0c23-11ec-8987-675e36fc76ad,Miidear,,Thailand,TH,Bangkok,Bangkok,,,,Other Nondurable Products,Professional & Commercial Services,https://miidear.com/
227,8f7652eb-4a17-11ee-9915-dbe586dac667,HPE Decoded,Hewlett Packard Enterprise Development LP.,Denmark,DK,,,,,,IT&C Services,Software & IT Services,http://hpedecoded.dk/
228,f6bed478-93e4-11eb-a33a-a3dfba582839,Elbilforum,,Norway,NO,Viken,Bærum,1668501.0,6.0,1991.0,Non Profit,Electric Utilities & Power Generators,https://elbilforum.no/
229,d3c03269-e0ca-11ee-af37-875b13c328d9,Hewlett Packard Depot Rd,,Singapore,SG,Central,Singapore,,,,,,
230,4676a351-f930-11ed-b4e8-cf8e051b3eab,Hewlett-Packard Sverige AB.,Hewlett-Packard Sverige AB.,Sweden,SE,Skåne County,Malmo,,,,IT&C Services,,
231,d778d926-93e4-11eb-be5a-4f810ab55f2e,High Touch Remodeling,,United States,US,California,Los Angeles,1932906.0,6.0,2002.0,Construction,Home Builders,https://hightouchremodeling.com/
232,acbf3216-93e4-11eb-a746-fdabd18be9c6,Holdsport,,Denmark,DK,Central Denmark Region,Aarhus,139000.0,20.0,1973.0,"Arts, Entertainment & Recreation",Leisure Facilities,https://www.holdsport.dk/
233,4d284b47-0afe-11ec-b45f-7fdf93e89edf,Hoppecke,HOPPECKE Batterien GmbH & Co.,Germany,DE,North Rhine-Westphalia,Brilon,21240352.0,90.0,1927.0,Other Nondurable Products,Fuel Cells & Industrial Batteries,https://www.hoppecke-history.de/
234,2a330750-2155-11ef-bd4e-6b9db4992f2e,HP Thailand,,Thailand,TH,Bangkok,,,,,,,
235,e861f812-cf3e-11ed-a9e6-41f52173ea03,HP Inc Denmark ApS.,HP Inc Denmark ApS.,Denmark,DK,Capital Region Of Denmark,Lillerød,,,,,,
236,6fb6df80-918f-11ed-9198-5108792e5842,HP Norge,,Norway,NO,Viken,Bærum,,75.0,,,Hardware,https://hp-norge.no/
237,d5c3fb2e-a8c9-11ef-9c3c-1f32e3c7982a,HP PPS Sales Sdn Bhd.,HP PPS Sales Sdn Bhd.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,,,,Publishers & Media Companies,Professional & Commercial Services,https://hp-aipcvideocontest.com/
238,28cb5283-f474-11ec-9207-43fec1f49158,GG Playfest,HP PPS SINGAPORE SALES PTE. LTD.,Singapore,SG,Central,Singapore,,,,"Arts, Entertainment & Recreation",Leisure Facilities,https://ggplayfest.com/
239,81727301-2350-11ec-be87-a3acfe0d4893,Huawei Enterprise,Huawei International Pte Ltd.,Singapore,SG,Southeast,,,,,IT&C Services,,
240,b51941d7-93e4-11eb-a746-fdabd18be9c6,Shahidul Islam Sarker,Huawei Technologies Bangladesh Ltd.,Bangladesh,BD,Dhaka Division,Dhaka,7505.0,1.0,,Non Profit,Engineering & Construction Services,http://www.shahidulsarker.com/
241,47d1fe26-4a46-11ef-a31d-a303c6a91d6a,Huawei Denmark,,Denmark,DK,Capital Region Of Denmark,Copenhagen,3379963.0,15.0,1987.0,IT&C Services,,
242,3e229adb-f5be-11ed-9659-9b00f4ea9e93,Huawei Technologies Malaysia Sdn Bhd TRX,,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,,,,,,
243,98a3b367-2d1d-11ed-bff5-21b6c2658068,Huawei Technologies Thailand Co Ltd.,Huawei Technologies Thailand Co Ltd.,Thailand,TH,Bangkok,,,,,Construction,Engineering & Construction Services,https://www.transformex.org/
244,fea798e2-1afc-11ec-9308-05476ec24aab,Huawei Technologies Norway AS,,Norway,NO,Viken,Bærum,,,,,,
245,ca2f9ba8-8aa4-11ec-9066-739984ffef59,HUAWEI Pakistan,,Pakistan,PK,Islamabad Capital Territory,Islamabad,17892092.0,1200.0,,IT&C Services,,
246,d15378e1-04d0-11ec-a6a3-7d13d87fe979,Future of Wireless,Huawei Technologies Sweden AB.,Sweden,SE,Stockholm County,Stockholms Kommun,23713576.0,75.0,,IT&C Services,Telecommunication Services,https://futureofwireless.eu/
247,7d5aecb0-1b05-11ec-88d5-df9161de908b,Huber Suhner A/S.,Huber Suhner A/S.,Denmark,DK,Capital Region Of Denmark,Værløse,,,,Electronics & Appliances,,
248,0ac24602-93e5-11eb-8474-3bbe2d07207d,HUBER SUHNER Sales Partners,HUBER SUHNER GmbH | Huber Suhner M Sdn Bhd. | Huber & Suhner Hong Kong Limited | HUBER SUHNER Astrolab Inc.,Switzerland,CH,Appenzell Ausserrhoden,Herisau,1000000000.0,4500.0,1969.0,Electronics & Appliances,Industrial Machinery & Goods,http://www.hubersuhner.com/
249,a4c60a21-72d7-11ec-b85d-b984c6bb12f3,HUBER SUHNER,,,,,,,1.0,,Blogs & Publications,Media & Entertainment,https://hubersuhner.blogspot.com/
250,6b8bfbae-047a-11ec-a68c-2730dc96ef15,HUM Style Awards,HUM Network Limited,,,,,,,,Publishers & Media Companies,Multiline and Specialty Retailers & Distributors,https://www.humstyleawards.com/
251,14161f0e-93e5-11eb-97db-273ba5953680,Human Edge,,Switzerland,CH,Basel-City,Basel,6658730.0,29.0,2016.0,Other Professional Services,Professional & Commercial Services,http://human-edge.com/
252,f035adb0-d13e-11ec-a4fa-c3f40e4b757a,Hydro Rein,,Norway,NO,Oslo,Oslo,159607200.0,105.0,2021.0,Resources & Energy,Solar Technology & Project Developers,https://www.hydrorein.com/
253,8ad09611-fc12-11ed-a82c-670b3ac56cdb,Klubben,Klubben C O IBM Danmark ApS.,Denmark,DK,Capital Region Of Denmark,Copenhagen,3456105.0,10.0,,"Arts, Entertainment & Recreation",Leisure Facilities,https://klubben-danmark.dk/
254,33e93227-8a9a-11ec-8f0a-eb02b2415b08,IDEMIA France SAS.,IDEMIA France SAS.,France,FR,Ile-de-France,Courbevoie,2600000000.0,,2007.0,Other Professional Services,,https://www.bioscrypt.com/
255,03831c14-93e5-11eb-a33a-a3dfba582839,Oberthur Technologies,Paris Oberthur Technologies S.A.,France,FR,Ile-de-France,Paris,3218017536.0,14000.0,1984.0,Finance & Insurance,,https://www.oberthur.com/
256,16d6c5a0-93e5-11eb-90d2-e3355a7e800b,Ikano Bank,,Denmark,DK,Capital Region Of Denmark,Glostrup,3894770.0,14.0,1978.0,Finance & Insurance,Commercial Banks,https://ikanobank.dk/
257,d17fb890-2507-11ec-af5c-e506962f8a3b,Bangla Trac Miaki Vas Limited,Bangla Trac Miaki Vas Limited,Bangladesh,BD,Dhaka Division,Dhaka,,,,,,
258,25bf4898-a69a-11ec-9108-57519746fb39,IMI Mobile VAS Ltd FZE,IMImobile Canada Inc. | IMImobile Europe Ltd.,United Kingdom,GB,England,London,212100000.0,,1999.0,IT&C Services,,
259,01004641-1dd8-11ef-9268-316fc8e174dd,Private Helipad Ali Villa,,Pakistan,PK,Sindh,Karachi,,,,,,
